"Gene_ID" "Entrez_Gene_ID" "Gene_Symbol" "Protein_ID" "Product" "Chrom" "Start" "End" "length" "Strand" "Type" "Locus_Tag"
"1406" "Rv1337" 886870 "." "NP_215853.1" "integral membrane protein" "NC_000962.3" 1504356 1505078 722 "+" "protein_coding" "Rv1337"
"1407" "Rv1338" 886866 "murI" "NP_215854.1" "glutamate racemase" "NC_000962.3" 1505075 1505890 815 "+" "protein_coding" "Rv1338"
"1408" "Rv1339" 886972 "." "NP_215855.1" "hypothetical protein" "NC_000962.3" 1505917 1506738 821 "+" "protein_coding" "Rv1339"
"1409" "Rv1340" 886864 "rphA" "NP_215856.1" "ribonuclease PH" "NC_000962.3" 1506755 1507534 779 "+" "protein_coding" "Rv1340"
"1410" "Rv1341" 886861 "." "NP_215857.1" "non-canonical purine NTP pyrophosphatase" "NC_000962.3" 1507573 1508187 614 "+" "protein_coding" "Rv1341"
"1411" "Rv1342c" 886862 "." "YP_177800.1" "hypothetical protein" "NC_000962.3" 1508184 1508546 362 "-" "protein_coding" "Rv1342c"
"1412" "Rv1343c" 886852 "lprD" "NP_215859.1" "lipoprotein LprD" "NC_000962.3" 1508543 1508923 380 "-" "protein_coding" "Rv1343c"
"1413" "Rv1344" 886848 "mbtL" "NP_215860.1" "acyl carrier protein MbtL" "NC_000962.3" 1508968 1509288 320 "+" "protein_coding" "Rv1344"
"1414" "Rv1345" 886855 "mbtM" "NP_215861.1" "long-chain-fatty-acid--ACP ligase MbtM" "NC_000962.3" 1509281 1510846 1565 "+" "protein_coding" "Rv1345"
"1415" "Rv1346" 886844 "mbtN" "NP_215862.1" "acyl-[acyl-carrier-protein] dehydrogenase MbtN" "NC_000962.3" 1510846 1512006 1160 "+" "protein_coding" "Rv1346"
"1416" "Rv1347c" 886846 "mbtK" "NP_215863.1" "lysine N-acetyltransferase MbtK" "NC_000962.3" 1511973 1512605 632 "-" "protein_coding" "Rv1347c"
"1417" "Rv1348" 886853 "irtA" "NP_215864.1" "iron ABC transporter ATP-binding protein/permease IrtA" "NC_000962.3" 1513047 1515626 2579 "+" "protein_coding" "Rv1348"
"1418" "Rv1349" 886834 "irtB" "NP_215865.1" "iron ABC transporter ATP-binding protein/permease IrtB" "NC_000962.3" 1515623 1517362 1739 "+" "protein_coding" "Rv1349"
"1419" "Rv1350" 886837 "fabG2" "NP_215866.1" "3-oxoacyl-ACP reductase FabG" "NC_000962.3" 1517491 1518234 743 "+" "protein_coding" "Rv1350"
"1420" "Rv1351" 886831 "." "NP_215867.1" "hypothetical protein" "NC_000962.3" 1518231 1518560 329 "+" "protein_coding" "Rv1351"
"1421" "Rv1352" 886833 "." "NP_215868.1" "hypothetical protein" "NC_000962.3" 1518763 1519134 371 "+" "protein_coding" "Rv1352"
"1422" "Rv1353c" 886827 "." "NP_215869.1" "HTH-type transcriptional regulator" "NC_000962.3" 1519200 1519985 785 "-" "protein_coding" "Rv1353c"
"1423" "Rv1354c" 886829 "." "NP_215870.1" "hypothetical protein" "NC_000962.3" 1520005 1521876 1871 "-" "protein_coding" "Rv1354c"
"1424" "Rv1355c" 886839 "moeY" "NP_215871.1" "molybdopterin biosynthesis protein MoeY" "NC_000962.3" 1521885 1524032 2147 "-" "protein_coding" "Rv1355c"
"1425" "Rv1356c" 886850 "." "NP_215872.1" "hypothetical protein" "NC_000962.3" 1524029 1524820 791 "-" "protein_coding" "Rv1356c"
"1426" "Rv1357c" 886815 "." "NP_215873.1" "hypothetical protein" "NC_000962.3" 1525293 1526216 923 "-" "protein_coding" "Rv1357c"
"1427" "Rv1358" 886817 "." "NP_215874.1" "transcriptional regulator" "NC_000962.3" 1526612 1530091 3479 "+" "protein_coding" "Rv1358"
"1428" "Rv1359" 886841 "." "NP_215875.1" "transcriptional regulator" "NC_000962.3" 1530173 1530925 752 "+" "protein_coding" "Rv1359"
"1429" "Rv1360" 886813 "." "NP_215876.1" "oxidoreductase" "NC_000962.3" 1531348 1532370 1022 "+" "protein_coding" "Rv1360"
"1430" "Rv1361c" 886819 "PPE19" "YP_177801.1" "PPE family protein PPE19" "NC_000962.3" 1532443 1533633 1190 "-" "protein_coding" "Rv1361c"
"1431" "Rv1362c" 886809 "." "NP_215878.1" "membrane protein" "NC_000962.3" 1533948 1534610 662 "-" "protein_coding" "Rv1362c"
"1432" "Rv1363c" 886811 "." "NP_215879.1" "membrane protein" "NC_000962.3" 1534607 1535392 785 "-" "protein_coding" "Rv1363c"
"1433" "Rv1364c" 886802 "." "YP_177802.1" "sigma factor regulatory protein" "NC_000962.3" 1535683 1537644 1961 "-" "protein_coding" "Rv1364c"
"1434" "Rv1365c" 886794 "rsfA" "NP_215881.1" "anti-sigma-F factor antagonist RsfA" "NC_000962.3" 1537783 1538169 386 "-" "protein_coding" "Rv1365c"
"1435" "Rv1366" 886805 "." "NP_215882.1" "hypothetical protein" "NC_000962.3" 1538390 1539211 821 "+" "protein_coding" "Rv1366"
"1436" "Rv1366A" 14515857 "." "YP_004837053.2" "hypothetical protein" "NC_000962.3" 1539180 1539440 260 "+" "protein_coding" "Rv1366A"
"1437" "Rv1367c" 886793 "." "NP_215883.1" "hypothetical protein" "NC_000962.3" 1539512 1540645 1133 "-" "protein_coding" "Rv1367c"
"1438" "Rv1368" 886798 "lprF" "NP_215884.1" "lipoprotein LprF" "NC_000962.3" 1541020 1541805 785 "+" "protein_coding" "Rv1368"
"1439" "Rv1371" 886800 "." "NP_215887.1" "membrane protein" "NC_000962.3" 1543359 1544828 1469 "+" "protein_coding" "Rv1371"
"1440" "Rv1372" 886797 "." "YP_177803.1" "alpha-pyrone synthesis polyketide synthase-like protein" "NC_000962.3" 1544825 1546006 1181 "+" "protein_coding" "Rv1372"
"1441" "Rv1373" 886781 "." "NP_215889.1" "glycolipid sulfotransferase" "NC_000962.3" 1546012 1546992 980 "+" "protein_coding" "Rv1373"
"1442" "Rv1374c" 886783 "." "NP_215890.2" "hypothetical protein" "NC_000962.3" 1547072 1547530 458 "-" "protein_coding" "Rv1374c"
"1443" "Rv1375" 886778 "." "NP_215891.1" "hypothetical protein" "NC_000962.3" 1547832 1549151 1319 "+" "protein_coding" "Rv1375"
"1444" "Rv1376" 886777 "." "NP_215892.1" "hypothetical protein" "NC_000962.3" 1549148 1550641 1493 "+" "protein_coding" "Rv1376"
"1445" "Rv1377c" 886775 "." "NP_215893.1" "transferase" "NC_000962.3" 1550579 1551217 638 "-" "protein_coding" "Rv1377c"
"1446" "Rv1378c" 886773 "." "NP_215894.1" "hypothetical protein" "NC_000962.3" 1551228 1552655 1427 "-" "protein_coding" "Rv1378c"
"1447" "Rv1379" 886769 "pyrR" "NP_215895.1" "bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase" "NC_000962.3" 1552654 1553235 581 "+" "protein_coding" "Rv1379"
"1448" "Rv1380" 886771 "pyrB" "NP_215896.1" "aspartate carbamoyltransferase" "NC_000962.3" 1553232 1554191 959 "+" "protein_coding" "Rv1380"
"1449" "Rv1381" 886765 "pyrC" "NP_215897.1" "dihydroorotase" "NC_000962.3" 1554188 1555480 1292 "+" "protein_coding" "Rv1381"
"1450" "Rv1382" 886767 "." "NP_215898.1" "hypothetical protein" "NC_000962.3" 1555477 1555974 497 "+" "protein_coding" "Rv1382"
"1451" "Rv1383" 886761 "carA" "NP_215899.1" "carbamoyl-phosphate synthase small subunit" "NC_000962.3" 1555971 1557101 1130 "+" "protein_coding" "Rv1383"
"1452" "Rv1384" 886253 "carB" "YP_177804.1" "carbamoyl-phosphate synthase large subunit" "NC_000962.3" 1557101 1560448 3347 "+" "protein_coding" "Rv1384"
"1453" "Rv1385" 886763 "pyrF" "NP_215901.1" "orotidine 5'-phosphate decarboxylase" "NC_000962.3" 1560445 1561269 824 "+" "protein_coding" "Rv1385"
"1454" "Rv1386" 886757 "PE15" "YP_177805.1" "PE family protein PE15" "NC_000962.3" 1561464 1561772 308 "+" "protein_coding" "Rv1386"
"1455" "Rv1387" 886784 "PPE20" "YP_177806.1" "PPE family protein PPE20" "NC_000962.3" 1561769 1563388 1619 "+" "protein_coding" "Rv1387"
"1456" "Rv1388" 886751 "mihF" "NP_215904.1" "integration host factor MihF" "NC_000962.3" 1563694 1564266 572 "+" "protein_coding" "Rv1388"
"1457" "Rv1389" 886787 "gmk" "NP_215905.1" "guanylate kinase" "NC_000962.3" 1564401 1565027 626 "+" "protein_coding" "Rv1389"
"1458" "Rv1390" 886754 "rpoZ" "NP_215906.1" "DNA-directed RNA polymerase subunit omega" "NC_000962.3" 1565093 1565425 332 "+" "protein_coding" "Rv1390"
"1459" "Rv1391" 886749 "dfp" "NP_215907.1" "bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase" "NC_000962.3" 1565441 1566697 1256 "+" "protein_coding" "Rv1391"
"1460" "Rv1392" 886741 "metK" "NP_215908.1" "S-adenosylmethionine synthetase" "NC_000962.3" 1566825 1568036 1211 "+" "protein_coding" "Rv1392"
"1461" "Rv1393c" 886743 "." "NP_215909.1" "monoxygenase" "NC_000962.3" 1568109 1569587 1478 "-" "protein_coding" "Rv1393c"
"1462" "Rv1394c" 886738 "cyp132" "YP_177807.1" "cytochrome P450 Cyp132" "NC_000962.3" 1569584 1570969 1385 "-" "protein_coding" "Rv1394c"
"1463" "Rv1395" 886251 "." "YP_177808.1" "HTH-type transcriptional regulator" "NC_000962.3" 1571047 1572081 1034 "+" "protein_coding" "Rv1395"
"1464" "Rv1396c" 886745 "PE_PGRS25" "YP_177809.1" "PE-PGRS family protein PE_PGRS25" "NC_000962.3" 1572127 1573857 1730 "-" "protein_coding" "Rv1396c"
"1465" "Rv1397c" 886736 "vapC10" "NP_215913.1" "ribonuclease VapC10" "NC_000962.3" 1574112 1574513 401 "-" "protein_coding" "Rv1397c"
"1466" "Rv1398c" 886759 "vapB10" "NP_215914.1" "antitoxin VapB10" "NC_000962.3" 1574510 1574767 257 "-" "protein_coding" "Rv1398c"
"1467" "Rv1399c" 886731 "nlhH" "NP_215915.1" "carboxylesterase NlhH" "NC_000962.3" 1574850 1575809 959 "-" "protein_coding" "Rv1399c"
"1468" "Rv1400c" 886728 "lipI" "NP_215916.1" "lipase" "NC_000962.3" 1575834 1576796 962 "-" "protein_coding" "Rv1400c"
"1469" "Rv1401" 886733 "." "NP_215917.1" "membrane protein" "NC_000962.3" 1576930 1577532 602 "+" "protein_coding" "Rv1401"
"1470" "Rv1402" 886716 "priA" "NP_215918.1" "primosomal protein N'" "NC_000962.3" 1577613 1579580 1967 "+" "protein_coding" "Rv1402"
"1471" "Rv1403c" 886717 "." "NP_215919.1" "methyltransferase" "NC_000962.3" 1579598 1580422 824 "-" "protein_coding" "Rv1403c"
"1472" "Rv1404" 886712 "." "NP_215920.1" "transcriptional regulator" "NC_000962.3" 1580591 1581073 482 "+" "protein_coding" "Rv1404"
"1473" "Rv1405c" 886714 "." "NP_215921.1" "methyltransferase" "NC_000962.3" 1581145 1581969 824 "-" "protein_coding" "Rv1405c"
"1474" "Rv1406" 886706 "fmt" "NP_215922.1" "methionyl-tRNA formyltransferase" "NC_000962.3" 1582166 1583104 938 "+" "protein_coding" "Rv1406"
"1475" "Rv1407" 886720 "fmu" "NP_215923.1" "16S rRNA m5C967 methyltransferase" "NC_000962.3" 1583101 1584474 1373 "+" "protein_coding" "Rv1407"
"1476" "Rv1408" 886702 "rpe" "NP_215924.1" "ribulose-phosphate 3-epimerase" "NC_000962.3" 1584499 1585197 698 "+" "protein_coding" "Rv1408"
"1477" "Rv1409" 886721 "ribG" "NP_215925.1" "bifunctional riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino) uracil reductase" "NC_000962.3" 1585194 1586213 1019 "+" "protein_coding" "Rv1409"
"1478" "Rv1410c" 886709 "." "NP_215926.1" "aminoglycosides/tetracycline-transport integral membrane protein" "NC_000962.3" 1586210 1587766 1556 "-" "protein_coding" "Rv1410c"
"1479" "Rv1411c" 886700 "lprG" "NP_215927.1" "lipoprotein LprG" "NC_000962.3" 1587772 1588482 710 "-" "protein_coding" "Rv1411c"
"1480" "Rv1412" 886690 "ribC" "NP_215928.1" "riboflavin synthase" "NC_000962.3" 1588567 1589172 605 "+" "protein_coding" "Rv1412"
"1481" "Rv1413" 886692 "." "NP_215929.1" "hypothetical protein" "NC_000962.3" 1589386 1589901 515 "+" "protein_coding" "Rv1413"
"1482" "Rv1414" 886696 "." "NP_215930.1" "hypothetical protein" "NC_000962.3" 1589891 1590292 401 "+" "protein_coding" "Rv1414"
"1483" "Rv1415" 886694 "ribA2" "NP_215931.1" "bifunctional riboflavin biosynthesis GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase" "NC_000962.3" 1590397 1591674 1277 "+" "protein_coding" "Rv1415"
"1484" "Rv1416" 886681 "ribH" "NP_215932.2" "6,7-dimethyl-8-ribityllumazine synthase" "NC_000962.3" 1591671 1592153 482 "+" "protein_coding" "Rv1416"
"1485" "Rv1417" 886704 "." "NP_215933.1" "membrane protein" "NC_000962.3" 1592150 1592614 464 "+" "protein_coding" "Rv1417"
"1486" "Rv1418" 886687 "lprH" "NP_215934.1" "lipoprotein LprH" "NC_000962.3" 1592639 1593325 686 "+" "protein_coding" "Rv1418"
"1487" "Rv1419" 886683 "." "NP_215935.1" "hypothetical protein" "NC_000962.3" 1593505 1593978 473 "+" "protein_coding" "Rv1419"
"1488" "Rv1420" 886672 "uvrC" "NP_215936.1" "excinuclease ABC subunit UvrC" "NC_000962.3" 1594042 1595982 1940 "+" "protein_coding" "Rv1420"
"1489" "Rv1421" 886676 "." "NP_215937.1" "hypothetical protein" "NC_000962.3" 1595979 1596884 905 "+" "protein_coding" "Rv1421"
"1490" "Rv1422" 886670 "." "NP_215938.1" "hypothetical protein" "NC_000962.3" 1596881 1597909 1028 "+" "protein_coding" "Rv1422"
"1491" "Rv1423" 886674 "whiA" "NP_215939.1" "transcriptional regulator WhiA" "NC_000962.3" 1597906 1598883 977 "+" "protein_coding" "Rv1423"
"1492" "Rv1424c" 886685 "." "NP_215940.1" "membrane protein" "NC_000962.3" 1598893 1599654 761 "-" "protein_coding" "Rv1424c"
"1493" "Rv1425" 886668 "." "NP_215941.1" "diacyglycerol O-acyltransferase" "NC_000962.3" 1599658 1601037 1379 "+" "protein_coding" "Rv1425"
"1494" "Rv1426c" 886660 "lipO" "NP_215942.1" "esterase LipO" "NC_000962.3" 1601059 1602321 1262 "-" "protein_coding" "Rv1426c"
"1495" "Rv1427c" 886679 "fadD12" "NP_215943.1" "acyl-CoA synthetase" "NC_000962.3" 1602321 1603928 1607 "-" "protein_coding" "Rv1427c"
"1496" "Rv1428c" 886656 "." "NP_215944.1" "hypothetical protein" "NC_000962.3" 1603932 1604759 827 "-" "protein_coding" "Rv1428c"
"1497" "Rv1429" 886658 "." "NP_215945.1" "hypothetical protein" "NC_000962.3" 1604878 1606146 1268 "+" "protein_coding" "Rv1429"
"1498" "Rv1430" 886652 "PE16" "YP_177810.1" "PE family protein PE16" "NC_000962.3" 1606386 1607972 1586 "+" "protein_coding" "Rv1430"
"1499" "Rv1431" 886662 "." "NP_215947.1" "hypothetical protein" "NC_000962.3" 1608083 1609852 1769 "+" "protein_coding" "Rv1431"
"1500" "Rv1432" 886643 "." "NP_215948.1" "dehydrogenase" "NC_000962.3" 1609849 1611270 1421 "+" "protein_coding" "Rv1432"
"1501" "Rv1433" 886649 "." "NP_215949.1" "hypothetical protein" "NC_000962.3" 1611434 1612249 815 "+" "protein_coding" "Rv1433"
"1502" "Rv1434" 886634 "." "NP_215950.1" "hypothetical protein" "NC_000962.3" 1612256 1612393 137 "+" "protein_coding" "Rv1434"
"1503" "Rv1435c" 886653 "." "NP_215951.1" "hypothetical protein" "NC_000962.3" 1612342 1612950 608 "-" "protein_coding" "Rv1435c"
"1504" "Rv1436" 886632 "gap" "NP_215952.1" "glyceraldehyde 3-phosphate dehydrogenase" "NC_000962.3" 1613307 1614326 1019 "+" "protein_coding" "Rv1436"
"1505" "Rv1437" 886636 "pgk" "NP_215953.1" "phosphoglycerate kinase" "NC_000962.3" 1614329 1615567 1238 "+" "protein_coding" "Rv1437"
"1506" "Rv1438" 886628 "tpi" "NP_215954.1" "triosephosphate isomerase" "NC_000962.3" 1615564 1616349 785 "+" "protein_coding" "Rv1438"
"1507" "Rv1439c" 886630 "." "NP_215955.1" "hypothetical protein" "NC_000962.3" 1616961 1617386 425 "-" "protein_coding" "Rv1439c"
"1508" "Rv1440" 886624 "secG" "NP_215956.2" "protein-export membrane protein SecG" "NC_000962.3" 1617837 1618070 233 "+" "protein_coding" "Rv1440"
"1509" "Rv1441c" 886626 "PE_PGRS26" "YP_177811.1" "PE-PGRS family protein PE_PGRS26" "NC_000962.3" 1618209 1619684 1475 "-" "protein_coding" "Rv1441c"
"1510" "Rv1442" 886620 "bisC" "NP_215958.1" "biotin sulfoxide reductase BisC" "NC_000962.3" 1619791 1622091 2300 "+" "protein_coding" "Rv1442"
"1511" "Rv1443c" 886622 "." "NP_215959.1" "hypothetical protein" "NC_000962.3" 1622207 1622692 485 "-" "protein_coding" "Rv1443c"
"1512" "Rv1444c" 886616 "." "NP_215960.1" "hypothetical protein" "NC_000962.3" 1623287 1623697 410 "-" "protein_coding" "Rv1444c"
"1513" "Rv1445c" 886617 "devB" "NP_215961.1" "6-phosphogluconolactonase" "NC_000962.3" 1623714 1624457 743 "-" "protein_coding" "Rv1445c"
"1514" "Rv1446c" 886612 "opcA" "NP_215962.1" "OXPP cycle protein OpcA" "NC_000962.3" 1624454 1625365 911 "-" "protein_coding" "Rv1446c"
"1515" "Rv1447c" 886614 "zwf2" "NP_215963.1" "glucose-6-phosphate 1-dehydrogenase" "NC_000962.3" 1625418 1626962 1544 "-" "protein_coding" "Rv1447c"
"1516" "Rv1448c" 886606 "tal" "NP_215964.1" "transaldolase" "NC_000962.3" 1626959 1628080 1121 "-" "protein_coding" "Rv1448c"
"1517" "Rv1449c" 886638 "tkt" "NP_215965.1" "transketolase" "NC_000962.3" 1628097 1630199 2102 "-" "protein_coding" "Rv1449c"
"1518" "Rv1450c" 886605 "PE_PGRS27" "YP_177812.1" "PE-PGRS family protein PE_PGRS27" "NC_000962.3" 1630638 1634627 3989 "-" "protein_coding" "Rv1450c"
"1519" "Rv1451" 886666 "." "NP_215967.1" "protoheme IX farnesyltransferase" "NC_000962.3" 1635029 1635955 926 "+" "protein_coding" "Rv1451"
"1520" "Rv1452c" 886595 "PE_PGRS28" "YP_177813.1" "PE-PGRS family protein PE_PGRS28" "NC_000962.3" 1636004 1638229 2225 "-" "protein_coding" "Rv1452c"
"1521" "Rv1453" 886610 "." "NP_215969.2" "transcriptional activator protein" "NC_000962.3" 1638381 1639646 1265 "+" "protein_coding" "Rv1453"
"1522" "Rv1454c" 886589 "qor" "NP_215970.1" "quinone reductase" "NC_000962.3" 1639674 1640660 986 "-" "protein_coding" "Rv1454c"
"1523" "Rv1455" 886597 "." "NP_215971.1" "hypothetical protein" "NC_000962.3" 1640680 1641543 863 "+" "protein_coding" "Rv1455"
"1524" "Rv1456c" 886591 "." "NP_215972.1" "antibiotic ABC transporter permease" "NC_000962.3" 1641493 1642425 932 "-" "protein_coding" "Rv1456c"
"1525" "Rv1457c" 886587 "." "NP_215973.1" "antibiotic ABC transporter permease" "NC_000962.3" 1642537 1643322 785 "-" "protein_coding" "Rv1457c"
"1526" "Rv1458c" 886582 "." "NP_215974.1" "antibiotic ABC transporter ATP-binding protein" "NC_000962.3" 1643319 1644260 941 "-" "protein_coding" "Rv1458c"
"1527" "Rv1459c" 886585 "." "NP_215975.1" "alpha-(1->6)-mannopyranosyltransferase" "NC_000962.3" 1644363 1646138 1775 "-" "protein_coding" "Rv1459c"
"1528" "Rv1460" 886573 "." "NP_215976.2" "transcriptional regulator" "NC_000962.3" 1646186 1646992 806 "+" "protein_coding" "Rv1460"
"1529" "Rv1461" 886609 "." "NP_215977.1" "hypothetical protein" "NC_000962.3" 1646989 1649529 2540 "+" "protein_coding" "Rv1461"
"1530" "Rv1462" 886567 "." "NP_215978.1" "hypothetical protein" "NC_000962.3" 1649526 1650719 1193 "+" "protein_coding" "Rv1462"
"1531" "Rv1463" 886571 "." "NP_215979.1" "ABC transporter ATP-binding protein" "NC_000962.3" 1650716 1651516 800 "+" "protein_coding" "Rv1463"
"1532" "Rv1464" 886565 "csd" "NP_215980.1" "cysteine desulfurase" "NC_000962.3" 1651518 1652771 1253 "+" "protein_coding" "Rv1464"
"1533" "Rv1465" 886569 "." "NP_215981.1" "nitrogen fixation related protein" "NC_000962.3" 1652768 1653256 488 "+" "protein_coding" "Rv1465"
"1534" "Rv1466" 886561 "." "NP_215982.1" "hypothetical protein" "NC_000962.3" 1653231 1653578 347 "+" "protein_coding" "Rv1466"
"1535" "Rv1467c" 886562 "fadE15" "NP_215983.1" "acyl-CoA dehydrogenase" "NC_000962.3" 1653673 1655502 1829 "-" "protein_coding" "Rv1467c"
"1536" "Rv1468c" 886556 "PE_PGRS29" "YP_177814.1" "PE-PGRS family protein PE_PGRS29" "NC_000962.3" 1655609 1656721 1112 "-" "protein_coding" "Rv1468c"
"1537" "Rv1469" 886578 "ctpD" "NP_215985.1" "cobalt/nickel-exporting P-type ATPase" "NC_000962.3" 1656963 1658936 1973 "+" "protein_coding" "Rv1469"
"1538" "Rv1470" 886558 "trxA" "NP_215986.1" "thioredoxin TrxA" "NC_000962.3" 1658980 1659354 374 "+" "protein_coding" "Rv1470"
"1539" "Rv1471" 886554 "trxB1" "YP_177815.1" "thioredoxin" "NC_000962.3" 1659370 1659741 371 "+" "protein_coding" "Rv1471"
"1540" "Rv1472" 886547 "echA12" "NP_215988.1" "enoyl-CoA hydratase EchA12" "NC_000962.3" 1659763 1660620 857 "+" "protein_coding" "Rv1472"
"1542" "Rv1473" 886549 "." "NP_215989.1" "macrolide ABC transporter ATP-binding protein" "NC_000962.3" 1660656 1662284 1628 "+" "protein_coding" "Rv1473"
"1541" "Rv1473A" 3205054 "." "YP_177644.1" "transcriptional regulator" "NC_000962.3" 1662381 1662572 191 "+" "protein_coding" "Rv1473A"
"1543" "Rv1474c" 886543 "." "NP_215990.1" "transcriptional regulator" "NC_000962.3" 1662641 1663204 563 "-" "protein_coding" "Rv1474c"
"1544" "Rv1475c" 886545 "acn" "NP_215991.1" "iron-regulated aconitate hydratase" "NC_000962.3" 1663215 1666046 2831 "-" "protein_coding" "Rv1475c"
"1545" "Rv1476" 886539 "." "NP_215992.1" "membrane protein" "NC_000962.3" 1666204 1666764 560 "+" "protein_coding" "Rv1476"
"1546" "Rv1477" 886541 "ripA" "NP_215993.1" "peptidoglycan endopeptidase RipA" "NC_000962.3" 1666990 1668408 1418 "+" "protein_coding" "Rv1477"
"1547" "Rv1478" 886535 "." "NP_215994.1" "peptidoglycan endopeptidase RipB" "NC_000962.3" 1668419 1669144 725 "+" "protein_coding" "Rv1478"
"1548" "Rv1479" 886537 "moxR1" "YP_177816.1" "transcriptional regulator MoxR1" "NC_000962.3" 1669283 1670416 1133 "+" "protein_coding" "Rv1479"
"1549" "Rv1480" 886531 "." "NP_215996.1" "hypothetical protein" "NC_000962.3" 1670413 1671366 953 "+" "protein_coding" "Rv1480"
"1550" "Rv1481" 886533 "." "NP_215997.1" "membrane protein" "NC_000962.3" 1671377 1672384 1007 "+" "protein_coding" "Rv1481"
"1551" "Rv1482c" 886526 "." "NP_215998.2" "hypothetical protein" "NC_000962.3" 1672457 1673299 842 "-" "protein_coding" "Rv1482c"
"1552" "Rv1483" 886551 "fabG1" "NP_215999.1" "3-oxoacyl-ACP reductase FabG" "NC_000962.3" 1673440 1674183 743 "+" "protein_coding" "Rv1483"
"1553" "Rv1484" 886523 "inhA" "NP_216000.1" "NADH-dependent enoyl-[ACP] reductase" "NC_000962.3" 1674202 1675011 809 "+" "protein_coding" "Rv1484"
"1554" "Rv1485" 886525 "hemZ" "NP_216001.1" "ferrochelatase" "NC_000962.3" 1675017 1676051 1034 "+" "protein_coding" "Rv1485"
"1555" "Rv1486c" 886519 "." "NP_216002.2" "hypothetical protein" "NC_000962.3" 1676017 1676883 866 "-" "protein_coding" "Rv1486c"
"1556" "Rv1487" 886521 "." "NP_216003.1" "hypothetical protein" "NC_000962.3" 1676941 1677375 434 "+" "protein_coding" "Rv1487"
"1557" "Rv1488" 886515 "." "NP_216004.1" "hypothetical protein" "NC_000962.3" 1677397 1678542 1145 "+" "protein_coding" "Rv1488"
"1559" "Rv1489" 3205064 "." "YP_177645.1" "hypothetical protein" "NC_000962.3" 1678552 1678908 356 "+" "protein_coding" "Rv1489"
"1558" "Rv1489A" 3205065 "." "YP_177646.1" "hypothetical protein" "NC_000962.3" 1678942 1679172 230 "+" "protein_coding" "Rv1489A"
"1560" "Rv1490" 886511 "." "NP_216006.1" "membrane protein" "NC_000962.3" 1679322 1680629 1307 "+" "protein_coding" "Rv1490"
